  Fig   Protocol          File               Metric              Value        
 fig11   gryff         FileRead-1      p91.79000000000092    88.7753872327    
 fig11   gryff         FileRead-1      p91.80000000000092  88.77566448600005  
 fig11   gryff         FileRead-1      p91.81000000000093  88.77581404430005  
 fig11   gryff         FileRead-1      p91.82000000000093  88.77613568720004  
 fig11   gryff         FileRead-1      p91.83000000000094    88.7764373561    
 fig11   gryff         FileRead-1      p91.84000000000094    88.7766580912    
 fig11   gryff         FileRead-1      p91.85000000000095  88.77682340650001  
 fig11   gryff         FileRead-1      p91.86000000000095     88.777055258    
 fig11   gryff         FileRead-1      p91.87000000000096  88.77710731920001  
 fig11   gryff         FileRead-1      p91.88000000000096  88.77722843960001  
 fig11   gryff         FileRead-1      p91.89000000000097  88.77731038060003  
 fig11   gryff         FileRead-1      p91.90000000000097  88.77748421000001  
 fig11   gryff         FileRead-1      p91.91000000000098    88.7776196023    
 fig11   gryff         FileRead-1      p91.92000000000098    88.7777537712    
 fig11   gryff         FileRead-1      p91.93000000000099    88.7779271018    
 fig11   gryff         FileRead-1      p91.94000000000099  88.77816991440002  
 fig11   gryff         FileRead-1       p91.950000000001   88.77829155650001  
 fig11   gryff         FileRead-1       p91.960000000001   88.77840872520002  
 fig11   gryff         FileRead-1      p91.97000000000101    88.7787675899    
 fig11   gryff         FileRead-1      p91.98000000000101  88.77887369400001  
 fig11   gryff         FileRead-1      p91.99000000000102  88.77903988200002  
 fig11   gryff         FileRead-1      p92.00000000000102  88.77921356000003  
 fig11   gryff         FileRead-1      p92.01000000000103     88.779304106    
 fig11   gryff         FileRead-1      p92.02000000000103  88.77950273340004  
 fig11   gryff         FileRead-1      p92.03000000000104  88.77965389990003  
 fig11   gryff         FileRead-1      p92.04000000000104    88.7797421772    
 fig11   gryff         FileRead-1      p92.05000000000105    88.7797910885    
 fig11   gryff         FileRead-1      p92.06000000000105  88.77993377000004  
 fig11   gryff         FileRead-1      p92.07000000000106    88.7801575981    
 fig11   gryff         FileRead-1      p92.08000000000106  88.78039234400002  
 fig11   gryff         FileRead-1      p92.09000000000107    88.7805440947    
 fig11   gryff         FileRead-1      p92.10000000000107  88.78064591000002  
 fig11   gryff         FileRead-1      p92.11000000000108    88.7809105747    
 fig11   gryff         FileRead-1      p92.12000000000108    88.7810319828    
 fig11   gryff         FileRead-1      p92.13000000000109  88.78110184610001  
 fig11   gryff         FileRead-1      p92.1400000000011   88.78129446780004  
 fig11   gryff         FileRead-1      p92.1500000000011   88.78139495000003  
 fig11   gryff         FileRead-1      p92.1600000000011   88.78159084320004  
 fig11   gryff         FileRead-1      p92.17000000000111  88.78179828009999  
 fig11   gryff         FileRead-1      p92.18000000000112  88.78185782940001  
 fig11   gryff         FileRead-1      p92.19000000000112    88.7818858363    
 fig11   gryff         FileRead-1      p92.20000000000113  88.78200731400001  
 fig11   gryff         FileRead-1      p92.21000000000113  88.78205714860002  
 fig11   gryff         FileRead-1      p92.22000000000114      88.782218      
 fig11   gryff         FileRead-1      p92.23000000000114  88.78224102410002  
 fig11   gryff         FileRead-1      p92.24000000000115    88.7823045688    
 fig11   gryff         FileRead-1      p92.25000000000115    88.7824014925    
 fig11   gryff         FileRead-1      p92.26000000000116  88.78256261980006  
 fig11   gryff         FileRead-1      p92.27000000000116  88.78302985780002  
 fig11   gryff         FileRead-1      p92.28000000000117    88.7831012272    
 fig11   gryff         FileRead-1      p92.29000000000117    88.7831474133    
 fig11   gryff         FileRead-1      p92.30000000000118  88.78335637900001  
 fig11   gryff         FileRead-1      p92.31000000000118  88.78347243000003  
 fig11   gryff         FileRead-1      p92.32000000000119    88.7836128864    
 fig11   gryff         FileRead-1      p92.33000000000119  88.78369219110002  
 fig11   gryff         FileRead-1      p92.3400000000012   88.78378201000002  
 fig11   gryff         FileRead-1      p92.3500000000012       88.783892      
 fig11   gryff         FileRead-1      p92.36000000000121  88.78396533320002  
 fig11   gryff         FileRead-1      p92.37000000000121  88.78411634980002  
 fig11   gryff         FileRead-1      p92.38000000000122  88.78423053060003  
 fig11   gryff         FileRead-1      p92.39000000000122  88.78435491270002  
 fig11   gryff         FileRead-1      p92.40000000000123  88.78443901600001  
 fig11   gryff         FileRead-1      p92.41000000000123  88.78471440300004  
 fig11   gryff         FileRead-1      p92.42000000000124      88.784864      
 fig11   gryff         FileRead-1      p92.43000000000124  88.78504109510003  
 fig11   gryff         FileRead-1      p92.44000000000125  88.78518363440001  
 fig11   gryff         FileRead-1      p92.45000000000125  88.78534742850002  
 fig11   gryff         FileRead-1      p92.46000000000126  88.78556775360003  
 fig11   gryff         FileRead-1      p92.47000000000126  88.78571028580001  
 fig11   gryff         FileRead-1      p92.48000000000127  88.78576362240001  
 fig11   gryff         FileRead-1      p92.49000000000127  88.78585978200002  
 fig11   gryff         FileRead-1      p92.50000000000128     88.78593075     
 fig11   gryff         FileRead-1      p92.51000000000128  88.78596745260002  
 fig11   gryff         FileRead-1      p92.52000000000129  88.78614679120004  
 fig11   gryff         FileRead-1      p92.5300000000013   88.78635621890004  
 fig11   gryff         FileRead-1      p92.5400000000013   88.78651114560003  
 fig11   gryff         FileRead-1      p92.5500000000013      88.786677003    
 fig11   gryff         FileRead-1      p92.56000000000131     88.786770968    
 fig11   gryff         FileRead-1      p92.57000000000131  88.78692630210004  
 fig11   gryff         FileRead-1      p92.58000000000132    88.7871930858    
 fig11   gryff         FileRead-1      p92.59000000000133  88.78726748100001  
 fig11   gryff         FileRead-1      p92.60000000000133     88.787292302    
 fig11   gryff         FileRead-1      p92.61000000000134  88.78742740430003  
 fig11   gryff         FileRead-1      p92.62000000000134  88.78752005800001  
 fig11   gryff         FileRead-1      p92.63000000000135    88.7876366448    
 fig11   gryff         FileRead-1      p92.64000000000135  88.78773557920003  
 fig11   gryff         FileRead-1      p92.65000000000136  88.78793727000001  
 fig11   gryff         FileRead-1      p92.66000000000136  88.78810299040002  
 fig11   gryff         FileRead-1      p92.67000000000137     88.788381451    
 fig11   gryff         FileRead-1      p92.68000000000137     88.788577808    
 fig11   gryff         FileRead-1      p92.69000000000138      88.788721      
 fig11   gryff         FileRead-1      p92.70000000000138  88.78881918900001  
 fig11   gryff         FileRead-1      p92.71000000000139  88.78894833640001  
 fig11   gryff         FileRead-1      p92.72000000000139  88.78915445600006  
 fig11   gryff         FileRead-1      p92.7300000000014     88.7894089718    
 fig11   gryff         FileRead-1      p92.7400000000014   88.78949222439999  
 fig11   gryff         FileRead-1      p92.7500000000014      88.78958015     
 fig11   gryff         FileRead-1      p92.76000000000141  88.78970496520002  
 fig11   gryff         FileRead-1      p92.77000000000142     88.789801943    
 fig11   gryff         FileRead-1      p92.78000000000142  88.78994139740001  
 fig11   gryff         FileRead-1      p92.79000000000143  88.79006477400002  
 fig11   gryff         FileRead-1      p92.80000000000143     88.790117456    
 fig11   gryff         FileRead-1      p92.81000000000144    88.7901774067    
 fig11   gryff         FileRead-1      p92.82000000000144  88.79027196800003  
 fig11   gryff         FileRead-1      p92.83000000000145  88.79040712310002  
 fig11   gryff         FileRead-1      p92.84000000000145  88.79063995480004  
 fig11   gryff         FileRead-1      p92.85000000000146  88.79080051400003  
 fig11   gryff         FileRead-1      p92.86000000000146  88.79098590600003  
 fig11   gryff         FileRead-1      p92.87000000000147  88.79107446210001  
 fig11   gryff         FileRead-1      p92.88000000000147   88.7913430928001  
 fig11   gryff         FileRead-1      p92.89000000000148  88.79156225100002  
 fig11   gryff         FileRead-1      p92.90000000000148     88.791751033    
 fig11   gryff         FileRead-1      p92.91000000000149  88.79184762690004  
 fig11   gryff         FileRead-1      p92.9200000000015   88.79201549320001  
 fig11   gryff         FileRead-1      p92.9300000000015     88.7920537832    
 fig11   gryff         FileRead-1      p92.9400000000015   88.79222994840008  
 fig11   gryff         FileRead-1      p92.95000000000151  88.79264298850002  
 fig11   gryff         FileRead-1      p92.96000000000151    88.7927021552    
 fig11   gryff         FileRead-1      p92.97000000000152  88.79277617790001  
 fig11   gryff         FileRead-1      p92.98000000000152  88.79287297000002  
 fig11   gryff         FileRead-1      p92.99000000000153  88.79323728270002  
 fig11   gryff         FileRead-1      p93.00000000000153      88.793399      
 fig11   gryff         FileRead-1      p93.01000000000154  88.79349347370001  
 fig11   gryff         FileRead-1      p93.02000000000155  88.79361641800001  
 fig11   gryff         FileRead-1      p93.03000000000155  88.79371213570005  
 fig11   gryff         FileRead-1      p93.04000000000156     88.793799424    
 fig11   gryff         FileRead-1      p93.05000000000156  88.79384339600001  
 fig11   gryff         FileRead-1      p93.06000000000157  88.79410315180002  
 fig11   gryff         FileRead-1      p93.07000000000157  88.79424957100001  
 fig11   gryff         FileRead-1      p93.08000000000158      88.794332      
 fig11   gryff         FileRead-1      p93.09000000000158  88.79476587870002  
 fig11   gryff         FileRead-1      p93.10000000000159     88.794814673    
 fig11   gryff         FileRead-1      p93.11000000000159  88.79493280430002  
 fig11   gryff         FileRead-1      p93.1200000000016   88.79505785760004  
 fig11   gryff         FileRead-1      p93.1300000000016   88.79514073400003  
 fig11   gryff         FileRead-1      p93.1400000000016   88.79523342419999  
 fig11   gryff         FileRead-1      p93.15000000000161  88.79543231550007  
 fig11   gryff         FileRead-1      p93.16000000000162  88.79558402120003  
 fig11   gryff         FileRead-1      p93.17000000000162  88.79571160600003  
 fig11   gryff         FileRead-1      p93.18000000000163  88.79580888060005  
 fig11   gryff         FileRead-1      p93.19000000000163  88.79608308400006  
 fig11   gryff         FileRead-1      p93.20000000000164  88.79630911600002  
 fig11   gryff         FileRead-1      p93.21000000000164    88.7967459913    
 fig11   gryff         FileRead-1      p93.22000000000165  88.79696286340011  
 fig11   gryff         FileRead-1      p93.23000000000165  88.79703181900001  
 fig11   gryff         FileRead-1      p93.24000000000166  88.79713340400004  
 fig11   gryff         FileRead-1      p93.25000000000166  88.79739435750007  
 fig11   gryff         FileRead-1      p93.26000000000167  88.79765767980001  
 fig11   gryff         FileRead-1      p93.27000000000167      88.797728      
 fig11   gryff         FileRead-1      p93.28000000000168  88.79783603680004  
 fig11   gryff         FileRead-1      p93.29000000000168    88.7979411833    
 fig11   gryff         FileRead-1      p93.30000000000169  88.79814857900003  
 fig11   gryff         FileRead-1      p93.3100000000017   88.79839771630002  
 fig11   gryff         FileRead-1      p93.3200000000017   88.79850665640001  
 fig11   gryff         FileRead-1      p93.3300000000017      88.798715349    
 fig11   gryff         FileRead-1      p93.34000000000171     88.798926604    
 fig11   gryff         FileRead-1      p93.35000000000171  88.79896351000001  
 fig11   gryff         FileRead-1      p93.36000000000172      88.799021      
 fig11   gryff         FileRead-1      p93.37000000000172  88.79914444900005  
 fig11   gryff         FileRead-1      p93.38000000000173  88.79933845920006  
 fig11   gryff         FileRead-1      p93.39000000000173  88.79948257470002  
 fig11   gryff         FileRead-1      p93.40000000000174  88.79974005800004  
 fig11   gryff         FileRead-1      p93.41000000000174  88.79985789200002  
 fig11   gryff         FileRead-1      p93.42000000000175  88.79993039660002  
 fig11   gryff         FileRead-1      p93.43000000000175    88.7999859032    
 fig11   gryff         FileRead-1      p93.44000000000176  88.80016600960002  
 fig11   gryff         FileRead-1      p93.45000000000176     88.800346413    
 fig11   gryff         FileRead-1      p93.46000000000177  88.80046190400004  
 fig11   gryff         FileRead-1      p93.47000000000178  88.80067667400007  
 fig11   gryff         FileRead-1      p93.48000000000178      88.800753      
 fig11   gryff         FileRead-1      p93.49000000000179  88.80085117900003  
 fig11   gryff         FileRead-1      p93.50000000000179  88.80099078500004  
 fig11   gryff         FileRead-1      p93.5100000000018   88.80129603600007  
 fig11   gryff         FileRead-1      p93.5200000000018   88.80143720320001  
 fig11   gryff         FileRead-1      p93.5300000000018   88.80152027200003  
 fig11   gryff         FileRead-1      p93.54000000000181  88.80160945440005  
 fig11   gryff         FileRead-1      p93.55000000000182  88.80188503149999  
 fig11   gryff         FileRead-1      p93.56000000000182  88.80205868000004  
 fig11   gryff         FileRead-1      p93.57000000000183  88.80217384310001  
 fig11   gryff         FileRead-1      p93.58000000000183  88.80239657480006  
 fig11   gryff         FileRead-1      p93.59000000000184  88.80262976200002  
 fig11   gryff         FileRead-1      p93.60000000000184  88.80284788000006  
 fig11   gryff         FileRead-1      p93.61000000000185  88.80315419930007  
 fig11   gryff         FileRead-1      p93.62000000000185  88.80320535940002  
 fig11   gryff         FileRead-1      p93.63000000000186     88.803291939    
 fig11   gryff         FileRead-1      p93.64000000000186  88.80337448680002  
 fig11   gryff         FileRead-1      p93.65000000000187  88.80344724050003  
 fig11   gryff         FileRead-1      p93.66000000000187    88.8035030364    
 fig11   gryff         FileRead-1      p93.67000000000188  88.80398011710022  
 fig11   gryff         FileRead-1      p93.68000000000188  88.80436074400006  
 fig11   gryff         FileRead-1      p93.69000000000189  88.80460828500001  
 fig11   gryff         FileRead-1      p93.70000000000189  88.80475769900004  
 fig11   gryff         FileRead-1      p93.7100000000019   88.80492199970007  
 fig11   gryff         FileRead-1      p93.7200000000019     88.8052605516    
 fig11   gryff         FileRead-1      p93.73000000000191  88.80542244010012  
 fig11   gryff         FileRead-1      p93.74000000000191  88.80567579800004  
 fig11   gryff         FileRead-1      p93.75000000000192  88.80586637500004  
 fig11   gryff         FileRead-1      p93.76000000000192  88.80605559200008  
 fig11   gryff         FileRead-1      p93.77000000000193  88.80619474220003  
 fig11   gryff         FileRead-1      p93.78000000000193  88.80636370200001  
 fig11   gryff         FileRead-1      p93.79000000000194  88.80642005370004  
 fig11   gryff         FileRead-1      p93.80000000000194  88.80665545400005  
 fig11   gryff         FileRead-1      p93.81000000000195  88.80684790660008  
 fig11   gryff         FileRead-1      p93.82000000000195   88.8072819660001  
 fig11   gryff         FileRead-1      p93.83000000000196  88.80755469710002  
 fig11   gryff         FileRead-1      p93.84000000000196  88.80762118480008  
 fig11   gryff         FileRead-1      p93.85000000000197  88.80793922550004  
 fig11   gryff         FileRead-1      p93.86000000000197    88.8080842296    
 fig11   gryff         FileRead-1      p93.87000000000198  88.80819105500002  
 fig11   gryff         FileRead-1      p93.88000000000198  88.80828556840002  
 fig11   gryff         FileRead-1      p93.89000000000199  88.80859244540004  
 fig11   gryff         FileRead-1       p93.900000000002   88.80869281300002  
 fig11   gryff         FileRead-1       p93.910000000002      88.808734623    
 fig11   gryff         FileRead-1       p93.920000000002   88.80877264320002  
 fig11   gryff         FileRead-1      p93.93000000000201    88.8088622761    
 fig11   gryff         FileRead-1      p93.94000000000202  88.80903949420002  
 fig11   gryff         FileRead-1      p93.95000000000202  88.80917274000002  
 fig11   gryff         FileRead-1      p93.96000000000203  88.80924371600004  
 fig11   gryff         FileRead-1      p93.97000000000203  88.80936850310006  
 fig11   gryff         FileRead-1      p93.98000000000204  88.80958018720005  
 fig11   gryff         FileRead-1      p93.99000000000204     88.809821494    
 fig11   gryff         FileRead-1      p94.00000000000205  88.80997138000006  
 fig11   gryff         FileRead-1      p94.01000000000205  88.81017922400004  
 fig11   gryff         FileRead-1      p94.02000000000206  88.81044657660006  
 fig11   gryff         FileRead-1      p94.03000000000206  88.81059023600002  
 fig11   gryff         FileRead-1      p94.04000000000207  88.81074216920008  
 fig11   gryff         FileRead-1      p94.05000000000207  88.81098016850001  
 fig11   gryff         FileRead-1      p94.06000000000208  88.81106277360003  
 fig11   gryff         FileRead-1      p94.07000000000208  88.81118967780007  
 fig11   gryff         FileRead-1      p94.08000000000209  88.81133752960007  
 fig11   gryff         FileRead-1      p94.09000000000209  88.81158219370005  
 fig11   gryff         FileRead-1      p94.1000000000021      88.811653773    
 fig11   gryff         FileRead-1      p94.1100000000021   88.81181241500003  
 fig11   gryff         FileRead-1      p94.12000000000211  88.81188463240007  
 fig11   gryff         FileRead-1      p94.13000000000211  88.81209680520004  
 fig11   gryff         FileRead-1      p94.14000000000212  88.81226905360006  
 fig11   gryff         FileRead-1      p94.15000000000212  88.81237523050002  
 fig11   gryff         FileRead-1      p94.16000000000213  88.81255691360008  
 fig11   gryff         FileRead-1      p94.17000000000213  88.81281615210007  
 fig11   gryff         FileRead-1      p94.18000000000214  88.81301510280005  
 fig11   gryff         FileRead-1      p94.19000000000214  88.81310530700001  
 fig11   gryff         FileRead-1      p94.20000000000215  88.81316983400004  
 fig11   gryff         FileRead-1      p94.21000000000215  88.81331263900002  
 fig11   gryff         FileRead-1      p94.22000000000216  88.81360699600003  
 fig11   gryff         FileRead-1      p94.23000000000216  88.81369177790009  
 fig11   gryff         FileRead-1      p94.24000000000217  88.81389419520002  
 fig11   gryff         FileRead-1      p94.25000000000217  88.81396907500002  
 fig11   gryff         FileRead-1      p94.26000000000218  88.81410284600004  
 fig11   gryff         FileRead-1      p94.27000000000218  88.81445093100001  
 fig11   gryff         FileRead-1      p94.28000000000219  88.81456878480007  
 fig11   gryff         FileRead-1      p94.2900000000022   88.81481697440007  
 fig11   gryff         FileRead-1      p94.3000000000022      88.815056111    
 fig11   gryff         FileRead-1      p94.3100000000022       88.815231      
 fig11   gryff         FileRead-1      p94.32000000000221  88.81530908800002  
 fig11   gryff         FileRead-1      p94.33000000000222    88.8154124543    
 fig11   gryff         FileRead-1      p94.34000000000222  88.81546454780003  
 fig11   gryff         FileRead-1      p94.35000000000223  88.81572376050008  
 fig11   gryff         FileRead-1      p94.36000000000223  88.81599060400008  
 fig11   gryff         FileRead-1      p94.37000000000224  88.81608816810002  
 fig11   gryff         FileRead-1      p94.38000000000224  88.81625286940002  
 fig11   gryff         FileRead-1      p94.39000000000225     88.816360367    
 fig11   gryff         FileRead-1      p94.40000000000225  88.81685024800007  
 fig11   gryff         FileRead-1      p94.41000000000226  88.81697066470002  
 fig11   gryff         FileRead-1      p94.42000000000226  88.81703990060002  
 fig11   gryff         FileRead-1      p94.43000000000227  88.81712536280008  
 fig11   gryff         FileRead-1      p94.44000000000227    88.8173210772    
 fig11   gryff         FileRead-1      p94.45000000000228  88.81754773150003  
 fig11   gryff         FileRead-1      p94.46000000000228  88.81770307600002  
 fig11   gryff         FileRead-1      p94.47000000000229  88.81783069290007  
 fig11   gryff         FileRead-1      p94.48000000000229  88.81818361920004  
 fig11   gryff         FileRead-1      p94.4900000000023   88.81827200430001  
 fig11   gryff         FileRead-1      p94.5000000000023   88.81855550000006  
 fig11   gryff         FileRead-1      p94.51000000000231  88.81871238160005  
 fig11   gryff         FileRead-1      p94.52000000000231  88.81883226800002  
 fig11   gryff         FileRead-1      p94.53000000000232  88.81910503180006  
 fig11   gryff         FileRead-1      p94.54000000000232  88.81923807360008  
 fig11   gryff         FileRead-1      p94.55000000000233  88.81951679200014  
 fig11   gryff         FileRead-1      p94.56000000000233  88.81977175520005  
 fig11   gryff         FileRead-1      p94.57000000000234  88.81987271510002  
 fig11   gryff         FileRead-1      p94.58000000000234  88.81996036880001  
 fig11   gryff         FileRead-1      p94.59000000000235  88.82013423530009  
 fig11   gryff         FileRead-1      p94.60000000000235  88.82050198200002  
 fig11   gryff         FileRead-1      p94.61000000000236  88.82073733260002  
 fig11   gryff         FileRead-1      p94.62000000000236  88.82094730340008  
 fig11   gryff         FileRead-1      p94.63000000000237  88.82135047800001  
 fig11   gryff         FileRead-1      p94.64000000000237   88.8214854960001  
 fig11   gryff         FileRead-1      p94.65000000000238  88.82160830500005  
 fig11   gryff         FileRead-1      p94.66000000000238  88.82208709800001  
 fig11   gryff         FileRead-1      p94.67000000000239    88.8221853122    
 fig11   gryff         FileRead-1      p94.6800000000024   88.82222310360001  
 fig11   gryff         FileRead-1      p94.6900000000024   88.82239126130001  
 fig11   gryff         FileRead-1      p94.7000000000024   88.82250274000009  
 fig11   gryff         FileRead-1      p94.71000000000241  88.82276005330006  
 fig11   gryff         FileRead-1      p94.72000000000241  88.82320661120002  
 fig11   gryff         FileRead-1      p94.73000000000242   88.8234788891001  
 fig11   gryff         FileRead-1      p94.74000000000242  88.82369683820002  
 fig11   gryff         FileRead-1      p94.75000000000243  88.82415025750004  
 fig11   gryff         FileRead-1      p94.76000000000244  88.82430639600004  
 fig11   gryff         FileRead-1      p94.77000000000244  88.82460358990006  
 fig11   gryff         FileRead-1      p94.78000000000245  88.82470621460001  
 fig11   gryff         FileRead-1      p94.79000000000245  88.82497005960008  
 fig11   gryff         FileRead-1      p94.80000000000246  88.82529788000001  
 fig11   gryff         FileRead-1      p94.81000000000246  88.82545890470006  
 fig11   gryff         FileRead-1      p94.82000000000247  88.82557269540003  
 fig11   gryff         FileRead-1      p94.83000000000247  88.82569622190006  
 fig11   gryff         FileRead-1      p94.84000000000248  88.82594412920001  
 fig11   gryff         FileRead-1      p94.85000000000248   88.8262091605002  
 fig11   gryff         FileRead-1      p94.86000000000249  88.82646566860002  
 fig11   gryff         FileRead-1      p94.87000000000249  88.82656219980001  
 fig11   gryff         FileRead-1      p94.8800000000025   88.82675699840003  
 fig11   gryff         FileRead-1      p94.8900000000025   88.82703130600012  
 fig11   gryff         FileRead-1      p94.9000000000025   88.82749591000002  
 fig11   gryff         FileRead-1      p94.91000000000251  88.82756796130002  
 fig11   gryff         FileRead-1      p94.92000000000252  88.82766214440005  
 fig11   gryff         FileRead-1      p94.93000000000252  88.82799627070013  
 fig11   gryff         FileRead-1      p94.94000000000253  88.82829438400009  
 fig11   gryff         FileRead-1      p94.95000000000253  88.82864696500013  
 fig11   gryff         FileRead-1      p94.96000000000254      88.829257      
 fig11   gryff         FileRead-1      p94.97000000000254  88.82938233300008  
 fig11   gryff         FileRead-1      p94.98000000000255    88.8294947068    
 fig11   gryff         FileRead-1      p94.99000000000255  88.82965112800017  
 fig11   gryff         FileRead-1      p95.00000000000256  88.83000615000007  
 fig11   gryff         FileRead-1      p95.01000000000256  88.83014575230014  
 fig11   gryff         FileRead-1      p95.02000000000257  88.83031746540001  
 fig11   gryff         FileRead-1      p95.03000000000257  88.83056549510006  
 fig11   gryff         FileRead-1      p95.04000000000258  88.83065140320005  
 fig11   gryff         FileRead-1      p95.05000000000258  88.83114938500006  
 fig11   gryff         FileRead-1      p95.06000000000259  88.83159431420002  
 fig11   gryff         FileRead-1      p95.0700000000026   88.83189288620008  
 fig11   gryff         FileRead-1      p95.0800000000026   88.83213131640015  
 fig11   gryff         FileRead-1      p95.0900000000026   88.83229809240001  
 fig11   gryff         FileRead-1      p95.10000000000261  88.83239978300011  
 fig11   gryff         FileRead-1      p95.11000000000261  88.83251586770001  
 fig11   gryff         FileRead-1      p95.12000000000262  88.83266963760003  
 fig11   gryff         FileRead-1      p95.13000000000262  88.83294155600004  
 fig11   gryff         FileRead-1      p95.14000000000263  88.83312772580004  
 fig11   gryff         FileRead-1      p95.15000000000263  88.83370438500002  
 fig11   gryff         FileRead-1      p95.16000000000264  88.83394245600017  
 fig11   gryff         FileRead-1      p95.17000000000264  88.83417340200002  
 fig11   gryff         FileRead-1      p95.18000000000265  88.83428662740003  
 fig11   gryff         FileRead-1      p95.19000000000266  88.83456036030002  
 fig11   gryff         FileRead-1      p95.20000000000266  88.83472493600003  
 fig11   gryff         FileRead-1      p95.21000000000267      88.834907      
 fig11   gryff         FileRead-1      p95.22000000000267  88.83498477860002  
 fig11   gryff         FileRead-1      p95.23000000000268  88.83518083800001  
 fig11   gryff         FileRead-1      p95.24000000000268  88.83554674400001  
 fig11   gryff         FileRead-1      p95.25000000000269   88.8357692250001  
 fig11   gryff         FileRead-1      p95.26000000000269  88.83598539400016  
 fig11   gryff         FileRead-1      p95.2700000000027   88.83629484800007  
 fig11   gryff         FileRead-1      p95.2800000000027   88.83639755200002  
 fig11   gryff         FileRead-1      p95.2900000000027   88.83652868770001  
 fig11   gryff         FileRead-1      p95.30000000000271  88.83689936000003  
 fig11   gryff         FileRead-1      p95.31000000000272  88.83715208170001  
 fig11   gryff         FileRead-1      p95.32000000000272  88.83735797200005  
 fig11   gryff         FileRead-1      p95.33000000000273  88.83743980730006  
 fig11   gryff         FileRead-1      p95.34000000000273  88.83748919420002  
 fig11   gryff         FileRead-1      p95.35000000000274  88.83771733900002  
 fig11   gryff         FileRead-1      p95.36000000000274  88.83788223360007  
 fig11   gryff         FileRead-1      p95.37000000000275  88.83813404400003  
 fig11   gryff         FileRead-1      p95.38000000000275  88.83839242720003  
 fig11   gryff         FileRead-1      p95.39000000000276  88.83851170070002  
 fig11   gryff         FileRead-1      p95.40000000000276   88.8386260600001  
 fig11   gryff         FileRead-1      p95.41000000000277  88.83908897930012  
 fig11   gryff         FileRead-1      p95.42000000000277      88.839236      
 fig11   gryff         FileRead-1      p95.43000000000278  88.83938877820005  
 fig11   gryff         FileRead-1      p95.44000000000278  88.83954352080002  
 fig11   gryff         FileRead-1      p95.45000000000279  88.83960531000004  
 fig11   gryff         FileRead-1      p95.4600000000028   88.83982031380008  
 fig11   gryff         FileRead-1      p95.4700000000028   88.84007074600005  
 fig11   gryff         FileRead-1      p95.4800000000028   88.84010848800001  
 fig11   gryff         FileRead-1      p95.49000000000281  88.84051239740012  
 fig11   gryff         FileRead-1      p95.50000000000281      88.840819      
 fig11   gryff         FileRead-1      p95.51000000000282  88.84106829570001  
 fig11   gryff         FileRead-1      p95.52000000000282  88.84120705600002  
 fig11   gryff         FileRead-1      p95.53000000000283  88.84153504500004  
 fig11   gryff         FileRead-1      p95.54000000000283  88.84165396200001  
 fig11   gryff         FileRead-1      p95.55000000000284   88.8420219800001  
 fig11   gryff         FileRead-1      p95.56000000000284  88.84224647200004  
 fig11   gryff         FileRead-1      p95.57000000000285    88.8423381389    
 fig11   gryff         FileRead-1      p95.58000000000285   88.8426250534002  
 fig11   gryff         FileRead-1      p95.59000000000286    88.8428361816    
 fig11   gryff         FileRead-1      p95.60000000000286  88.84296497200002  
 fig11   gryff         FileRead-1      p95.61000000000287  88.84328581760022  
 fig11   gryff         FileRead-1      p95.62000000000288  88.84344910200005  
 fig11   gryff         FileRead-1      p95.63000000000288  88.84355115600003  
 fig11   gryff         FileRead-1      p95.64000000000289  88.84379724280001  
 fig11   gryff         FileRead-1      p95.65000000000289  88.84395745000008  
 fig11   gryff         FileRead-1      p95.6600000000029   88.84423223780001  
 fig11   gryff         FileRead-1      p95.6700000000029   88.84447806690002  
 fig11   gryff         FileRead-1      p95.6800000000029   88.84458987360001  
 fig11   gryff         FileRead-1      p95.69000000000291  88.84483428170006  
 fig11   gryff         FileRead-1      p95.70000000000292  88.84493663000003  
 fig11   gryff         FileRead-1      p95.71000000000292  88.84505663130004  
 fig11   gryff         FileRead-1      p95.72000000000293  88.84514473640003  
 fig11   gryff         FileRead-1      p95.73000000000293  88.84522880010003  
 fig11   gryff         FileRead-1      p95.74000000000294  88.84549230380019  
 fig11   gryff         FileRead-1      p95.75000000000294   88.8460680725003  
 fig11   gryff         FileRead-1      p95.76000000000295  88.84618527040001  
 fig11   gryff         FileRead-1      p95.77000000000295  88.84643488100001  
 fig11   gryff         FileRead-1      p95.78000000000296  88.84685705140002  
 fig11   gryff         FileRead-1      p95.79000000000296  88.84704357400003  
 fig11   gryff         FileRead-1      p95.80000000000297  88.84716840000009  
 fig11   gryff         FileRead-1      p95.81000000000297   88.8476302640004  
 fig11   gryff         FileRead-1      p95.82000000000298   88.8480142120002  
 fig11   gryff         FileRead-1      p95.83000000000298  88.84859459400005  
 fig11   gryff         FileRead-1      p95.84000000000299  88.84888953920014  
 fig11   gryff         FileRead-1      p95.85000000000299   88.8492675155001  
 fig11   gryff         FileRead-1       p95.860000000003   88.84940811980003  
 fig11   gryff         FileRead-1       p95.870000000003   88.84945354109999  
 fig11   gryff         FileRead-1      p95.88000000000301  88.84971409200003  
 fig11   gryff         FileRead-1      p95.89000000000301  88.84989232470024  
 fig11   gryff         FileRead-1      p95.90000000000302  88.85022313100005  
 fig11   gryff         FileRead-1      p95.91000000000302  88.85040322300001  
 fig11   gryff         FileRead-1      p95.92000000000303  88.85043718640003  
 fig11   gryff         FileRead-1      p95.93000000000303  88.85072951600003  
