  Fig   Protocol          File               Metric              Value        
 fig11   epaxos        FileRead-0      p93.99000000000204  634.4584018792015  
 fig11   epaxos        FileRead-0      p94.00000000000205  634.4653225200015  
 fig11   epaxos        FileRead-0      p94.01000000000205  634.4746831390027  
 fig11   epaxos        FileRead-0      p94.02000000000206  634.4875576780026  
 fig11   epaxos        FileRead-0      p94.03000000000206  634.4990221636021  
 fig11   epaxos        FileRead-0      p94.04000000000207  634.5094031248021  
 fig11   epaxos        FileRead-0      p94.05000000000207  634.5319082140056  
 fig11   epaxos        FileRead-0      p94.06000000000208  634.5591017128056  
 fig11   epaxos        FileRead-0      p94.07000000000208  634.5650096520006  
 fig11   epaxos        FileRead-0      p94.08000000000209  634.5681957568023  
 fig11   epaxos        FileRead-0      p94.09000000000209  634.5794019464023  
 fig11   epaxos        FileRead-0      p94.1000000000021   634.5892583700008  
 fig11   epaxos        FileRead-0      p94.1100000000021   634.5932896270009  
 fig11   epaxos        FileRead-0      p94.12000000000211  634.6014738760034  
 fig11   epaxos        FileRead-0      p94.13000000000211  634.6175853490034  
 fig11   epaxos        FileRead-0      p94.14000000000212   634.628132694401  
 fig11   epaxos        FileRead-0      p94.15000000000212   634.633103584001  
 fig11   epaxos        FileRead-0      p94.16000000000213  634.6360349152004  
 fig11   epaxos        FileRead-0      p94.17000000000213  634.6378924924004  
 fig11   epaxos        FileRead-0      p94.18000000000214   634.71395894562   
 fig11   epaxos        FileRead-0      p94.19000000000214  634.8073453048199  
 fig11   epaxos        FileRead-0      p94.20000000000215  635.0329934560496  
 fig11   epaxos        FileRead-0      p94.21000000000215  635.2854591038887  
 fig11   epaxos        FileRead-0      p94.22000000000216  635.6977203316892  
 fig11   epaxos        FileRead-0      p94.23000000000216  635.9963963286007  
 fig11   epaxos        FileRead-0      p94.24000000000217  635.9997205568008  
 fig11   epaxos        FileRead-0      p94.25000000000217  636.0816776650402  
 fig11   epaxos        FileRead-0      p94.26000000000218  636.2664263508401  
 fig11   epaxos        FileRead-0      p94.27000000000218  636.3536484824042  
 fig11   epaxos        FileRead-0      p94.28000000000219  636.3728401936042  
 fig11   epaxos        FileRead-0      p94.2900000000022   636.3859312944024  
 fig11   epaxos        FileRead-0      p94.3000000000022   636.3969314480024  
 fig11   epaxos        FileRead-0      p94.3100000000022   636.4000569356004  
 fig11   epaxos        FileRead-0      p94.32000000000221  636.4024959616013  
 fig11   epaxos        FileRead-0      p94.33000000000222  636.4080421254013  
 fig11   epaxos        FileRead-0      p94.34000000000222   636.413436523601  
 fig11   epaxos        FileRead-0      p94.35000000000223  636.4182658990011  
 fig11   epaxos        FileRead-0      p94.36000000000223  636.4292840200048  
 fig11   epaxos        FileRead-0      p94.37000000000224  636.4509584650049  
 fig11   epaxos        FileRead-0      p94.38000000000224   636.743468641321  
 fig11   epaxos        FileRead-0      p94.39000000000225  637.2829397487218  
 fig11   epaxos        FileRead-0      p94.40000000000225  637.4750148080062  
 fig11   epaxos        FileRead-0      p94.41000000000226  637.5026431512061  
 fig11   epaxos        FileRead-0      p94.42000000000226  637.5143121796019  
 fig11   epaxos        FileRead-0      p94.43000000000227  637.5228133334019  
 fig11   epaxos        FileRead-0      p94.44000000000227  638.0497747153204  
 fig11   epaxos        FileRead-0      p94.45000000000228  638.5111293700105  
 fig11   epaxos        FileRead-0      p94.46000000000228  638.5572326360106  
 fig11   epaxos        FileRead-0      p94.47000000000229  638.8679537054114  
 fig11   epaxos        FileRead-0      p94.48000000000229  639.7921216770127  
 fig11   epaxos        FileRead-0      p94.4900000000023   641.6064330920605  
 fig11   epaxos        FileRead-0      p94.5000000000023   644.4782837706598  
 fig11   epaxos        FileRead-0      p94.51000000000231  645.6783754872329  
 fig11   epaxos        FileRead-0      p94.52000000000231  645.8216659344331  
 fig11   epaxos        FileRead-0      p94.53000000000232  645.9340325802237  
 fig11   epaxos        FileRead-0      p94.54000000000232  646.0370760636239  
 fig11   epaxos        FileRead-0      p94.55000000000233  646.0806288030091  
 fig11   epaxos        FileRead-0      p94.56000000000233   646.117215300803  
 fig11   epaxos        FileRead-0      p94.57000000000234   646.129845307603  
 fig11   epaxos        FileRead-0      p94.58000000000234   646.170632040831  
 fig11   epaxos        FileRead-0      p94.59000000000235   646.302906068431  
 fig11   epaxos        FileRead-0      p94.60000000000235  646.5647581001093  
 fig11   epaxos        FileRead-0      p94.61000000000236  647.0284339851091  
 fig11   epaxos        FileRead-0      p94.62000000000236  647.2545562368069  
 fig11   epaxos        FileRead-0      p94.63000000000237  647.2836788832069  
 fig11   epaxos        FileRead-0      p94.64000000000237  647.3272030048117  
 fig11   epaxos        FileRead-0      p94.65000000000238  647.3768311130118  
 fig11   epaxos        FileRead-0      p94.66000000000238  647.3880504484011  
 fig11   epaxos        FileRead-0      p94.67000000000239  647.3967150234677  
 fig11   epaxos        FileRead-0      p94.6800000000024   647.6801994136681  
 fig11   epaxos        FileRead-0      p94.6900000000024   647.9208780146074  
 fig11   epaxos        FileRead-0      p94.7000000000024   647.9515377980074  
 fig11   epaxos        FileRead-0      p94.71000000000241  648.0841507778831  
 fig11   epaxos        FileRead-0      p94.72000000000241   648.428539409683  
 fig11   epaxos        FileRead-0      p94.73000000000242  648.6105778898016  
 fig11   epaxos        FileRead-0      p94.74000000000242  648.6171835124017  
 fig11   epaxos        FileRead-0      p94.75000000000243  648.6282582650033  
 fig11   epaxos        FileRead-0      p94.76000000000244  648.6418875464033  
 fig11   epaxos        FileRead-0      p94.77000000000244  648.8602577536666  
 fig11   epaxos        FileRead-0      p94.78000000000245  649.1324117904666  
 fig11   epaxos        FileRead-0      p94.79000000000245  649.2051179156151  
 fig11   epaxos        FileRead-0      p94.80000000000246  649.2617497600032  
 fig11   epaxos        FileRead-0      p94.81000000000246  649.2745375470031  
 fig11   epaxos        FileRead-0      p94.82000000000247  649.3568415860694  
 fig11   epaxos        FileRead-0      p94.83000000000247  649.6380888590694  
 fig11   epaxos        FileRead-0      p94.84000000000248  649.8070667408026  
 fig11   epaxos        FileRead-0      p94.85000000000248  649.8175290320027  
 fig11   epaxos        FileRead-0      p94.86000000000249   649.828753810403  
 fig11   epaxos        FileRead-0      p94.87000000000249  649.8405531668029  
 fig11   epaxos        FileRead-0      p94.8800000000025   649.9109977424231  
 fig11   epaxos        FileRead-0      p94.8900000000025   650.0035832722232  
 fig11   epaxos        FileRead-0      p94.9000000000025   650.0185114880011  
 fig11   epaxos        FileRead-0      p94.91000000000251   650.024030164008  
 fig11   epaxos        FileRead-0      p94.92000000000252   650.055922368008  
 fig11   epaxos        FileRead-0      p94.93000000000252   650.083941338603  
 fig11   epaxos        FileRead-0      p94.94000000000253  650.0957564188029  
 fig11   epaxos        FileRead-0      p94.95000000000253  650.1051420930012  
 fig11   epaxos        FileRead-0      p94.96000000000254  650.1099877344012  
 fig11   epaxos        FileRead-0      p94.97000000000254   650.118328794803  
 fig11   epaxos        FileRead-0      p94.98000000000255   650.130106463203  
 fig11   epaxos        FileRead-0      p94.99000000000255  650.9184797291025  
 fig11   epaxos        FileRead-0      p95.00000000000256  652.1070884003043  
 fig11   epaxos        FileRead-0      p95.01000000000256  652.9777451008043  
 fig11   epaxos        FileRead-0      p95.02000000000257  653.7764995014054  
 fig11   epaxos        FileRead-0      p95.03000000000257  653.8195397206053  
 fig11   epaxos        FileRead-0      p95.04000000000258  653.8933200209135  
 fig11   epaxos        FileRead-0      p95.05000000000258  654.3326598011134  
 fig11   epaxos        FileRead-0      p95.06000000000259  654.6910995636397  
 fig11   epaxos        FileRead-0      p95.0700000000026   654.8441208742397  
 fig11   epaxos        FileRead-0      p95.0800000000026   654.9357373160033  
 fig11   epaxos        FileRead-0      p95.0900000000026   654.9486335430034  
 fig11   epaxos        FileRead-0      p95.10000000000261  654.9552388560006  
 fig11   epaxos        FileRead-0      p95.11000000000261  654.9575421216006  
 fig11   epaxos        FileRead-0      p95.12000000000262  654.9974548624137  
 fig11   epaxos        FileRead-0      p95.13000000000262  655.0499349426137  
 fig11   epaxos        FileRead-0      p95.14000000000263  657.3223122578577  
 fig11   epaxos        FileRead-0      p95.15000000000263  659.6806804170259  
 fig11   epaxos        FileRead-0      p95.16000000000264  659.7786283048258  
 fig11   epaxos        FileRead-0      p95.17000000000264  659.8592438436048  
 fig11   epaxos        FileRead-0      p95.18000000000265  659.8771440344048  
 fig11   epaxos        FileRead-0      p95.19000000000266  660.0171558268916  
 fig11   epaxos        FileRead-0      p95.20000000000266  660.3631477440921  
 fig11   epaxos        FileRead-0      p95.21000000000267  660.7979661243377  
 fig11   epaxos        FileRead-0      p95.22000000000267  661.3122379445375  
 fig11   epaxos        FileRead-0      p95.23000000000268  661.8043060069294  
 fig11   epaxos        FileRead-0      p95.24000000000268  662.2860929985293  
 fig11   epaxos        FileRead-0      p95.25000000000269  662.3899301450084  
 fig11   epaxos        FileRead-0      p95.26000000000269  662.4213338268084  
 fig11   epaxos        FileRead-0      p95.2700000000027   662.6539229206629  
 fig11   epaxos        FileRead-0      p95.2800000000027   662.8531169152013  
 fig11   epaxos        FileRead-0      p95.2900000000027   662.8579137586013  
 fig11   epaxos        FileRead-0      p95.30000000000271  662.8836128240198  
 fig11   epaxos        FileRead-0      p95.31000000000272  662.9566818648199  
 fig11   epaxos        FileRead-0      p95.32000000000272  662.9982360624012  
 fig11   epaxos        FileRead-0      p95.33000000000273  663.0030648956013  
 fig11   epaxos        FileRead-0      p95.34000000000273  663.0079546624013  
 fig11   epaxos        FileRead-0      p95.35000000000274  663.0128821760013  
 fig11   epaxos        FileRead-0      p95.36000000000274  663.0555326592147  
 fig11   epaxos        FileRead-0      p95.37000000000275  663.1092516664148  
 fig11   epaxos        FileRead-0      p95.38000000000275  663.5586960285319  
 fig11   epaxos        FileRead-0      p95.39000000000276  664.0003044328076  
 fig11   epaxos        FileRead-0      p95.40000000000276  664.0282364080076  
 fig11   epaxos        FileRead-0      p95.41000000000277  664.1516501627182  
 fig11   epaxos        FileRead-0      p95.42000000000277   664.577202881318  
 fig11   epaxos        FileRead-0      p95.43000000000278  664.8391681658035  
 fig11   epaxos        FileRead-0      p95.44000000000278  664.8514072464034  
 fig11   epaxos        FileRead-0      p95.45000000000279  664.8783965950108  
 fig11   epaxos        FileRead-0      p95.4600000000028    664.917383486011  
 fig11   epaxos        FileRead-0      p95.4700000000028    664.938889254004  
 fig11   epaxos        FileRead-0      p95.4800000000028    664.953154536004  
 fig11   epaxos        FileRead-0      p95.49000000000281  665.4441323437592  
 fig11   epaxos        FileRead-0      p95.50000000000281  666.0128168601889  
 fig11   epaxos        FileRead-0      p95.51000000000282  666.6820467293887  
 fig11   epaxos        FileRead-0      p95.52000000000282  667.2977421697019  
 fig11   epaxos        FileRead-0      p95.53000000000283  667.6594893345024  
 fig11   epaxos        FileRead-0      p95.54000000000283  668.0900185349612  
 fig11   epaxos        FileRead-0      p95.55000000000284  668.6603429911621  
 fig11   epaxos        FileRead-0      p95.56000000000284  668.9791140472148  
 fig11   epaxos        FileRead-0      p95.57000000000285  669.0312308534149  
 fig11   epaxos        FileRead-0      p95.58000000000285  669.2310105728806  
 fig11   epaxos        FileRead-0      p95.59000000000286   669.513457734481  
 fig11   epaxos        FileRead-0      p95.60000000000286  669.6043634400121  
 fig11   epaxos        FileRead-0      p95.61000000000287  669.6464083390122  
 fig11   epaxos        FileRead-0      p95.62000000000288  669.6499922824005  
 fig11   epaxos        FileRead-0      p95.63000000000288  669.6593170864209  
 fig11   epaxos        FileRead-0      p95.64000000000289   669.731876459221  
 fig11   epaxos        FileRead-0      p95.65000000000289  669.9173956791445  
 fig11   epaxos        FileRead-0      p95.6600000000029   670.4182545557453  
 fig11   epaxos        FileRead-0      p95.6700000000029   670.7099747892007  
 fig11   epaxos        FileRead-0      p95.6800000000029   670.7121750368007  
